0.999999925769012+0i,4.21443549106744e-05+2.62867847429017e-07i,-0.000123028566721442+-1.20495354966755e-07i,0.000362697823614874+0i
0.999336174036954+-1.79289941625615e-06i,0.0037437971475136+6.79472814838137e-05i,-0.0105314837706042+0.000531442005346954i,0.0346698143834341+3.69559393294699e-06i
0.999322097488018+-1.80415093161321e-06i,0.00378253076723406+6.80370023852325e-05i,-0.0106447470402326+0.00053233185546858i,0.0350348293778509+3.81644429480072e-06i
0.9993077814622+-1.81558155681405e-06i,0.00381703621380582+6.8141553332238e-05i,-0.0107561313583445+0.000532940460337229i,0.0354034616134159+3.94040031968326e-06i
0.999293381544625+-1.83215547119236e-06i,0.00385425134816096+6.82536565051431e-05i,-0.0108600378659655+0.000533275978311196i,0.0357722359306402+4.06676522585883e-06i
0.999278847928609+-1.84433517845286e-06i,0.00388375883987963+6.83769958476459e-05i,-0.0109584789634827+0.000533323367520398i,0.0361430921246002+4.19462431966534e-06i
0.999264250666045+-1.85373300467549e-06i,0.00391797156031189+6.85153037859692e-05i,-0.0110606681828832+0.00053307263857755i,0.0365099928255985+4.32219658194221e-06i
0.999249396900787+-1.86333933317416e-06i,0.00395505004138181+6.86695372977149e-05i,-0.0111623109691496+0.000532518781734122i,0.0368797352403884+4.44741725960401e-06i
0.999234411491267+-1.87065675060599e-06i,0.00399575728241828+6.88385652122705e-05i,-0.0112666196855596+0.000531658299087512i,0.0372478277567541+4.57296193862887e-06i
0.999219105772075+-1.87874407153406e-06i,0.00404063773732772+6.90277597716359e-05i,-0.0113648068494243+0.000530494741967703i,0.0376218933189047+4.69839528060836e-06i
0.999203651058468+-1.88083688436628e-06i,0.00408540636057951+6.92386515655209e-05i,-0.0114658748836296+0.000528995396520477i,0.0379950289188873+4.82121134132083e-06i
0.999187997303613+-1.88110719484305e-06i,0.00412970776480746+6.94718281963883e-05i,-0.0115763488920572+0.000527167131339491i,0.0383666123728088+4.94765578392199e-06i
0.999172192926168+-1.87898411153857e-06i,0.00417206050846427+6.97280148192426e-05i,-0.011686276363465+0.000525003341976712i,0.0387385237089437+5.07931124270249e-06i
0.999156241750066+-1.8747272448573e-06i,0.0042147081161219+7.00100167690642e-05i,-0.011797177114562+0.000522477930931504i,0.0391099668149286+5.20926147327549e-06i
0.999140159557246+-1.8712167893978e-06i,0.00425718392358078+7.03196980069536e-05i,-0.0119063497572516+0.000519576357985094i,0.0394814113718711+5.34339696193034e-06i
0.999124003591821+-1.86645975592676e-06i,0.0042881617311897+7.06605432599673e-05i,-0.0120084853788332+0.000516280817782221i,0.0398542572656662+5.48161350646092e-06i
0.999107800059314+-1.8602491184386e-06i,0.00431223565799837+7.10376802991224e-05i,-0.0121073079942323+0.00051253940049692i,0.0402262824452755+5.61988789829592e-06i
0.99909168712558+-1.85305011158158e-06i,0.00434558518594376+7.1436003628899e-05i,-0.0122072322164837+0.000508420157007511i,0.04059108839164+5.75819415255845e-06i
0.999075209248963+-1.84397481829471e-06i,0.00438426825095783+7.18764824397647e-05i,-0.0123044860579646+0.000503804637792466i,0.0409615069964767+5.89318803559962e-06i
0.999058561557878+-1.83345395611917e-06i,0.00442506751627774+7.23544575031794e-05i,-0.0124038390628717+0.000498754420370491i,0.0413315872063795+6.0318125852476e-06i
0.999041821852407+-1.81980878173353e-06i,0.00446845739217677+7.287684359898e-05i,-0.0125066795925595+0.000493178037770325i,0.0416989864016701+6.17073003852422e-06i
0.99902476285274+-1.80128156760619e-06i,0.00451131761736103+7.34511496128044e-05i,-0.0126160558517048+0.000487028784562279i,0.0420685597555825+6.31399928693339e-06i
0.999007606422024+-1.77790268071669e-06i,0.00455073540849592+7.40873610292053e-05i,-0.0127197201771404+0.000480221806236207i,0.0424389642901785+6.45688352600489e-06i
0.998990363500425+-1.75183046710094e-06i,0.00459337658897901+7.48002744436988e-05i,-0.0128212670960102+0.00047254578406525i,0.0428081848904896+6.600580200958e-06i
0.998972942782299+-1.72012797772524e-06i,0.00463144643658146+7.5594703727565e-05i,-0.0129269563974341+0.000463971740926084i,0.043177332689774+6.75134083424206e-06i
0.998955396313441+-1.68276479996321e-06i,0.00466888094785702+7.65012397371901e-05i,-0.0130362144697196+0.000454137035906829i,0.0435449502909695+6.90574811126354e-06i
0.998937759662304+-1.64030680680115e-06i,0.00470050619318514+7.75269827470904e-05i,-0.0131451645247711+0.000443019567507971i,0.0439119560325093+7.06675442793046e-06i
0.998920035101361+-1.59031864911307e-06i,0.00473160843092298+7.86796626670533e-05i,-0.0132519802098946+0.000430545711466717i,0.0442783102704207+7.22754628337894e-06i
0.998902150128844+-1.53507043933707e-06i,0.00476903035289335+7.99533730375662e-05i,-0.0133594026813846+0.000416874663030043i,0.0446441143201673+7.3923130067478e-06i
0.998884111462781+-1.47541139845883e-06i,0.00480649160048029+8.13469361889878e-05i,-0.0134682923068913+0.000402135048783858i,0.0450096236243865+7.55864562315369e-06i
0.998865874372384+-1.40987548364925e-06i,0.00484176477351465+8.28345595028751e-05i,-0.0135792563292371+0.000386654215240897i,0.0453758713526711+7.72441939995905e-06i
0.998847533672865+-1.33937641649227e-06i,0.00488381228873042+8.44016360057e-05i,-0.0137026433204335+0.000370628061885246i,0.0457367015242813+7.89202958356381e-06i
0.998828968764828+-1.26701039930987e-06i,0.004928764477544+8.6046675434372e-05i,-0.013819081620923+0.000354192547826283i,0.0461009598290879+8.05670822746976e-06i
0.998810069595418+-1.1925139089659e-06i,0.004967833691226+8.7747765020427e-05i,-0.0139315810775439+0.000337603767715619i,0.0464710103927667+8.22014747219226e-06i
0.998791099932245+-1.11816707449464e-06i,0.0050140706236366+8.94793413891568e-05i,-0.0140488667866284+0.000321035291575129i,0.0468371219460635+8.38318661805108e-06i
0.998771887229582+-1.03974557286347e-06i,0.00505876105388298+9.12501337888913e-05i,-0.0141668826664584+0.000304468995592969i,0.0472051326655974+8.54162401703334e-06i
0.998752588571895+-9.61531309644717e-07i,0.00510307644143678+9.30456291111557e-05i,-0.0142823132534309+0.000287999628842465i,0.047572568587706+8.69885506999787e-06i
0.998733226923813+-8.79281270745013e-07i,0.0051447184970604+9.48780081699036e-05i,-0.0143981909270527+0.000271514380467898i,0.0479383208606174+8.85202484289603e-06i
0.998713765337506+-7.96768947553546e-07i,0.00517903544422904+9.67316062624417e-05i,-0.0145099369322843+0.000255123331231347i,0.048305069307697+9.0052518193442e-06i
0.998694246468016+-7.12653363505527e-07i,0.00521069926927314+9.86090502490929e-05i,-0.0146194330972691+0.000238760063835982i,0.0486708952686815+9.15676377003249e-06i
0.998674532560159+-6.28386276325045e-07i,0.0052445589670467+0.000100500692953825i,-0.0147297661160946+0.000222491673605862i,0.0490371993203799+9.30797727406697e-06i
0.998654638005594+-5.43784202522008e-07i,0.00527857494161334+0.00010240485761161i,-0.0148344575815394+0.000206335931571856i,0.0494058331959935+9.45540915577453e-06i
0.998634505172681+-4.57136507219342e-07i,0.0053152700089669+0.000104328286867222i,-0.0149394876888125+0.000190239062508088i,0.0497758729026361+9.59803089801547e-06i
0.998614368933248+-3.69990006336742e-07i,0.00535760031031898+0.000106265178310803i,-0.0150486448079515+0.000174255586609873i,0.0501411489308559+9.74007904640279e-06i
0.998593948205979+-2.80878503115294e-07i,0.00540189046907749+0.000108220748965277i,-0.0151602429843181+0.000158371581555968i,0.0505081807976709+9.87689041187034e-06i
0.998573269487228+-1.90111220818232e-07i,0.00544676595321963+0.000110197019487191i,-0.0152751869163771+0.000142580845140519i,0.050876264583462+1.0011279509392e-05i
0.998552310802387+-9.92160666214985e-08i,0.00549504221773776+0.000112191798559724i,-0.015387104977224+0.000126898982524579i,0.0512473931960922+1.01440128865759e-05i
0.998531438449376+-6.8921804980418e-09i,0.00553934756719056+0.00011420552622449i,-0.0154982477058605+0.000111329268286896i,0.0516145408978989+1.02756400066366e-05i
0.998510505678726+8.75283013698343e-08i,0.00557862729130259+0.000116231171714025i,-0.0156150324335032+9.59010604492064e-05i,0.0519788121630708+1.0405316634462e-05i
0.998489214179849+1.83004541803081e-07i,0.00561316156575345+0.000118270298229751i,-0.0157267742234642+8.05726507227575e-05i,0.0523491123658374+1.05322422697731e-05i
0.998468014812713+2.79184856391953e-07i,0.00564791235365694+0.000120316670490249i,-0.0158336178320138+6.53683843502143e-05i,0.0527162419521039+1.06582208720858e-05i
0.998446634067519+3.75907896354618e-07i,0.00568098374496845+0.000122358427830828i,-0.0159405660347076+5.03763707884282e-05i,0.0530841414331791+1.07806422273869e-05i
0.998425122366953+4.73369152869868e-07i,0.00571511818688429+0.000124404232784076i,-0.0160453287031279+3.55229787479408e-05i,0.0534522499069064+1.09006520442022e-05i
0.998403536042588+5.70438681711426e-07i,0.00575268623587618+0.0001264474552944i,-0.0161438719738397+2.08550994944293e-05i,0.0538204856055557+1.10174194355927e-05i
0.998381734156485+6.68894548702517e-07i,0.00579053002606643+0.000128494410350002i,-0.0162468516164652+6.34752035589312e-06i,0.0541886132113769+1.11326124852113e-05i
0.998359888268991+7.67717987834778e-07i,0.00583784806606948+0.000130541724089622i,-0.0163538444331572+-7.9780274899965e-06i,0.0545526128235638+1.12465144843754e-05i
0.998337834760097+8.67144164120959e-07i,0.00588260478720944+0.000132593277598232i,-0.0164625236984725+-2.21223354087241e-05i,0.0549174813771128+1.13570672587887e-05i
0.998315387775404+9.66310116612261e-07i,0.00592751459359946+0.000134642456049428i,-0.0165699631506437+-3.6056014248901e-05i,0.0552871401121684+1.14643043253058e-05i
0.998292832290485+1.06557008257578e-06i,0.00596673146022533+0.00013668838792611i,-0.0166751163301942+-4.97785858464671e-05i,0.0556573293639455+1.15677328448721e-05i
0.998269926390846+1.16550889929133e-06i,0.00600642285384086+0.00013872761967013i,-0.0167828729640391+-6.32866991272511e-05i,0.0560302483940769+1.16691997381446e-05i
0.998247165504283+1.26656630458159e-06i,0.00604714169266664+0.00014076577015837i,-0.0168917499383574+-7.66194913899334e-05i,0.0563974431899872+1.17691302231478e-05i
0.998224496527731+1.36930825391217e-06i,0.00608512055194958+0.000142792794973731i,-0.0169997996721172+-8.97072397216516e-05i,0.0567609378978949+1.18675503694305e-05i
0.99820149803399+1.47173950842229e-06i,0.00611907952333498+0.000144810421163962i,-0.0170952000038077+-0.000102592681618722i,0.057131853503245+1.19631126693214e-05i
0.998178453557947+1.57432945426048e-06i,0.00615415622371594+0.000146808959281916i,-0.017194058410284+-0.00011520222580234i,0.0574998312777562+1.20561305721444e-05i
0.998155281126264+1.67797995359245e-06i,0.00618757223369319+0.000148792250933109i,-0.0172955230590604+-0.000127565667254474i,0.0578668733320044+1.21467726023117e-05i
0.998131898776876+1.78099904833174e-06i,0.00622435156657909+0.000150755786009601i,-0.0173928881272564+-0.000139671380510731i,0.0582358579052108+1.22355076446804e-05i
0.998108421067918+1.88279517034535e-06i,0.00627043688660119+0.000152700249476376i,-0.0174929817208725+-0.00015150783133038i,0.0586021379958447+1.23229433828719e-05i
0.998084537108851+1.98383712699873e-06i,0.00631702939276987+0.00015463195022351i,-0.0175939082098491+-0.000163106022519823i,0.0589724990589682+1.24078312926044e-05i
0.998060501560641+2.0848134413289e-06i,0.00636174868774072+0.000156544802892721i,-0.0177023137774426+-0.000174417247797744i,0.0593408491437159+1.24894053580586e-05i
0.998036390906774+2.18642457267692e-06i,0.0064051561548175+0.000158435260453316i,-0.0178071069065249+-0.000185436278430097i,0.0597091592046507+1.2569058279266e-05i
0.998012176075294+2.28871254225455e-06i,0.00644866907058152+0.000160303870828336i,-0.0179114511729006+-0.000196172280544698i,0.0600768394930975+1.26468476845325e-05i
0.99798765806604+2.38905229372266e-06i,0.00648968069485202+0.000162144197814922i,-0.0180168321385717+-0.000206599892952592i,0.0604470264797604+1.27209326641741e-05i
0.997963157442885+2.49075859737331e-06i,0.00652773082487059+0.00016395730163622i,-0.0181196674646622+-0.000216727463993248i,0.0608155304607552+1.27928708797003e-05i
0.997938530646698+2.59333409304414e-06i,0.00656159224161241+0.000165745301319303i,-0.0182176977685756+-0.00022658561952824i,0.0611855461793402+1.28623298121027e-05i
0.997913689034439+2.69439326378354e-06i,0.00660332897467532+0.00016749641434386i,-0.0183176804394844+-0.000236102126053801i,0.0615552101264643+1.29310237452298e-05i
0.99788885007935+2.79449501580979e-06i,0.00663819169817814+0.000169216680374052i,-0.0184159438526957+-0.000245308370294629i,0.0619236733659369+1.2995504150993e-05i
0.997864147369977+2.89459715144867e-06i,0.00667620948132073+0.000170895544131466i,-0.0185096462525944+-0.000254147643709661i,0.0622886076335029+1.30592223693259e-05i
0.997839315959673+2.99551672158989e-06i,0.00671776802603345+0.000172539937956195i,-0.0185990730849739+-0.000262667545155791i,0.0626541830432238+1.31226469394049e-05i
0.997814202390171+3.09400281181221e-06i,0.00676310404430742+0.000174149504959894i,-0.018695950198697+-0.000270861669524029i,0.0630193264074241+1.3183659926052e-05i
0.997788734458417+3.18832195814995e-06i,0.00680889263266764+0.000175719438862122i,-0.0187940132437463+-0.00027871373292421i,0.0633873543461598+1.32417314068155e-05i
0.997763005913071+3.2831851119203e-06i,0.00685272069845696+0.000177249574666007i,-0.0188935770875021+-0.000286216435085345i,0.0637569091967723+1.32972266022059e-05i
0.997737098007359+3.37643556016623e-06i,0.00689568719527948+0.00017873211386329i,-0.0189939292080274+-0.000293332018228248i,0.064126790288723+1.3350050537713e-05i
0.997711048790796+3.46936850623811e-06i,0.00693764396507676+0.000180169616110337i,-0.0190963678362245+-0.000300078736451777i,0.0644960328431567+1.34002180573356e-05i
0.997684834465994+3.56281555592095e-06i,0.00697628000104638+0.000181558040634652i,-0.0191900303962875+-0.00030645375172141i,0.064868468892923+1.34487567832217e-05i
0.997658710566672+3.65750303126769e-06i,0.00701277616660466+0.000182900191705322i,-0.0192828518970784+-0.00031246347923037i,0.0652377079778136+1.3495047342851e-05i
0.997632447850429+3.75221569927717e-06i,0.0070465735812965+0.000184195159482428i,-0.0193795279837199+-0.000318111400274462i,0.0656059705497786+1.3537939636586e-05i
0.997606080132376+3.84604169624245e-06i,0.00708130192283037+0.000185434099382207i,-0.0194719218396205+-0.000323359211445897i,0.0659747615355867+1.35797757087047e-05i
0.997579397454582+3.93669682108339e-06i,0.00711794011721628+0.000186615374266384i,-0.0195670840963124+-0.000328199524771637i,0.066345061469534+1.36194091837751e-05i
0.997552578173122+4.02514752908103e-06i,0.00715582792961585+0.000187739746138961i,-0.0196586922613897+-0.000332639452080847i,0.0667160972136414+1.3657656856724e-05i
0.997525587481294+4.11455663186142e-06i,0.00719829141446473+0.000188808680743467i,-0.0197598364291642+-0.000336673894236429i,0.0670841753516273+1.3694474917748e-05i
0.997498462542812+4.1987518861824e-06i,0.00724453352100419+0.000189816266989242i,-0.0198532429454901+-0.000340301310818498i,0.0674539150973331+1.37314130457396e-05i
0.997471261905181+4.28346190714298e-06i,0.00729290089820085+0.000190767846179796i,-0.019945644726056+-0.000343534365479235i,0.0678226504208615+1.3767616005807e-05i
0.997443968613472+4.36506980765755e-06i,0.00734071626388525+0.000191658490607556i,-0.020044377302171+-0.000346348535946112i,0.0681887776699095+1.38004496793418e-05i
0.997416370149306+4.44433557620656e-06i,0.00738196508636357+0.000192481583830708i,-0.0201423624737297+-0.000348727912327091i,0.0685581323572588+1.38289225242623e-05i
0.9973885316157+4.52165365629826e-06i,0.00741820904800269+0.000193235977651044i,-0.0202423171301706+-0.000350667469935155i,0.0689287694147074+1.3853213990542e-05i
0.997360791946028+4.60021976228046e-06i,0.00745445324986638+0.000193924877383508i,-0.0203428950091903+-0.000352177830527802i,0.0692956462441515+1.38760187760762e-05i
